"year","geo_id","name","median_home_value","median_contract_rent","dataset"
2017,"48660","Wichita Falls, TX Metro Area",95000,601,acs1
2018,"48660","Wichita Falls, TX Metro Area",103400,615,acs1
2019,"48660","Wichita Falls, TX Metro Area",101500,615,acs1
2011,"48700","Williamsport, PA Metro Area",127000,478,acs1
2012,"48700","Williamsport, PA Metro Area",135200,531,acs1
2013,"48700","Williamsport, PA Metro Area",130500,541,acs1
2014,"48700","Williamsport, PA Metro Area",133600,552,acs1
2015,"48700","Williamsport, PA Metro Area",144100,591,acs1
2016,"48700","Williamsport, PA Metro Area",147500,598,acs1
2017,"48700","Williamsport, PA Metro Area",152800,636,acs1
2018,"48700","Williamsport, PA Metro Area",160800,622,acs1
2019,"48700","Williamsport, PA Metro Area",161200,615,acs1
2011,"48900","Wilmington, NC Metro Area",205400,682,acs1
2012,"48900","Wilmington, NC Metro Area",195200,688,acs1
2013,"48900","Wilmington, NC Metro Area",183900,719,acs1
2014,"48900","Wilmington, NC Metro Area",190700,744,acs1
2015,"48900","Wilmington, NC Metro Area",209000,741,acs1
2016,"48900","Wilmington, NC Metro Area",219400,785,acs1
2017,"48900","Wilmington, NC Metro Area",218300,788,acs1
2018,"48900","Wilmington, NC Metro Area",230400,799,acs1
2019,"48900","Wilmington, NC Metro Area",239600,893,acs1
2011,"49020","Winchester, VA-WV Metro Area",214400,664,acs1
2012,"49020","Winchester, VA-WV Metro Area",206200,718,acs1
2013,"49020","Winchester, VA-WV Metro Area",199600,685,acs1
2014,"49020","Winchester, VA-WV Metro Area",196000,758,acs1
2015,"49020","Winchester, VA-WV Metro Area",205300,720,acs1
2016,"49020","Winchester, VA-WV Metro Area",223700,772,acs1
2017,"49020","Winchester, VA-WV Metro Area",217600,847,acs1
2018,"49020","Winchester, VA-WV Metro Area",224000,798,acs1
2019,"49020","Winchester, VA-WV Metro Area",243400,833,acs1
2011,"49180","Winston-Salem, NC Metro Area",145000,539,acs1
2012,"49180","Winston-Salem, NC Metro Area",146100,531,acs1
2013,"49180","Winston-Salem, NC Metro Area",147100,540,acs1
2014,"49180","Winston-Salem, NC Metro Area",144000,532,acs1
2015,"49180","Winston-Salem, NC Metro Area",138400,537,acs1
2016,"49180","Winston-Salem, NC Metro Area",145100,546,acs1
2017,"49180","Winston-Salem, NC Metro Area",146100,564,acs1
2018,"49180","Winston-Salem, NC Metro Area",148600,591,acs1
2019,"49180","Winston-Salem, NC Metro Area",157900,587,acs1
2011,"49300","Wooster, OH Micro Area",139000,505,acs1
2012,"49300","Wooster, OH Micro Area",137800,498,acs1
2013,"49300","Wooster, OH Micro Area",133200,553,acs1
2014,"49300","Wooster, OH Micro Area",130700,530,acs1
2015,"49300","Wooster, OH Micro Area",139900,528,acs1
2016,"49300","Wooster, OH Micro Area",138700,536,acs1
2017,"49300","Wooster, OH Micro Area",139600,588,acs1
2018,"49300","Wooster, OH Micro Area",149600,563,acs1
2019,"49300","Wooster, OH Micro Area",155800,575,acs1
2011,"49340","Worcester, MA-CT Metro Area",268100,750,acs1
2012,"49340","Worcester, MA-CT Metro Area",255900,755,acs1
2013,"49340","Worcester, MA-CT Metro Area",246500,780,acs1
2014,"49340","Worcester, MA-CT Metro Area",241400,795,acs1
2015,"49340","Worcester, MA-CT Metro Area",244400,794,acs1
2016,"49340","Worcester, MA-CT Metro Area",247600,834,acs1
2017,"49340","Worcester, MA-CT Metro Area",258600,830,acs1
2018,"49340","Worcester, MA-CT Metro Area",269600,857,acs1
2019,"49340","Worcester, MA-CT Metro Area",281000,905,acs1
2011,"49420","Yakima, WA Metro Area",160300,583,acs1
2012,"49420","Yakima, WA Metro Area",157300,591,acs1
2013,"49420","Yakima, WA Metro Area",157900,595,acs1
2014,"49420","Yakima, WA Metro Area",159800,630,acs1
2015,"49420","Yakima, WA Metro Area",156700,631,acs1
2016,"49420","Yakima, WA Metro Area",163200,626,acs1
2017,"49420","Yakima, WA Metro Area",166300,627,acs1
2018,"49420","Yakima, WA Metro Area",177700,625,acs1
2019,"49420","Yakima, WA Metro Area",186500,660,acs1
2011,"34580","Mount Vernon-Anacortes, WA Metro Area",278600,802,acs1
2012,"34580","Mount Vernon-Anacortes, WA Metro Area",255300,794,acs1
2013,"34580","Mount Vernon-Anacortes, WA Metro Area",242600,794,acs1
2014,"34580","Mount Vernon-Anacortes, WA Metro Area",246600,846,acs1
2015,"34580","Mount Vernon-Anacortes, WA Metro Area",258500,826,acs1
2016,"34580","Mount Vernon-Anacortes, WA Metro Area",255900,835,acs1
2017,"34580","Mount Vernon-Anacortes, WA Metro Area",279200,881,acs1
2018,"34580","Mount Vernon-Anacortes, WA Metro Area",303400,949,acs1
2019,"34580","Mount Vernon-Anacortes, WA Metro Area",336900,993,acs1
2011,"34620","Muncie, IN Metro Area",94800,505,acs1
2012,"34620","Muncie, IN Metro Area",90700,539,acs1
2013,"34620","Muncie, IN Metro Area",86200,517,acs1
2014,"34620","Muncie, IN Metro Area",85700,550,acs1
2015,"34620","Muncie, IN Metro Area",88300,533,acs1
2016,"34620","Muncie, IN Metro Area",94100,540,acs1
2017,"34620","Muncie, IN Metro Area",91900,523,acs1
2018,"34620","Muncie, IN Metro Area",92100,543,acs1
2019,"34620","Muncie, IN Metro Area",96000,611,acs1
2011,"34740","Muskegon, MI Metro Area",103900,507,acs1
2012,"34740","Muskegon, MI Metro Area",94600,500,acs1
2013,"34740","Muskegon, MI Metro Area",99900,522,acs1
2014,"34740","Muskegon, MI Metro Area",96200,524,acs1
2015,"34740","Muskegon, MI Metro Area",96200,537,acs1
2016,"34740","Muskegon, MI Metro Area",105400,543,acs1
2017,"34740","Muskegon, MI Metro Area",106500,570,acs1
2018,"34740","Muskegon, MI Metro Area",119900,592,acs1
2019,"34740","Muskegon, MI Metro Area",123300,607,acs1
2011,"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",161300,644,acs1
2012,"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",162500,662,acs1
2013,"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",154100,681,acs1
2014,"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",160300,660,acs1
2015,"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",162000,668,acs1
2016,"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",177300,732,acs1
2017,"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",183600,730,acs1
2018,"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",184600,764,acs1
2019,"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",194700,799,acs1
2011,"34900","Napa, CA Metro Area",424100,1113,acs1
2012,"34900","Napa, CA Metro Area",395700,1223,acs1
2013,"34900","Napa, CA Metro Area",396500,1214,acs1
2014,"34900","Napa, CA Metro Area",443000,1197,acs1
2015,"34900","Napa, CA Metro Area",511800,1365,acs1
2016,"34900","Napa, CA Metro Area",555900,1388,acs1
2017,"34900","Napa, CA Metro Area",599300,1374,acs1
2018,"34900","Napa, CA Metro Area",628500,1648,acs1
2019,"34900","Napa, CA Metro Area",665100,1587,acs1
2011,"34940","Naples-Immokalee-Marco Island, FL Metro Area",255500,831,acs1
2012,"34940","Naples-Immokalee-Marco Island, FL Metro Area",242700,798,acs1
2013,"34940","Naples-Immokalee-Marco Island, FL Metro Area",233500,903,acs1
2014,"34940","Naples-Immokalee-Marco Island, FL Metro Area",260400,885,acs1
2015,"34940","Naples-Immokalee-Marco Island, FL Metro Area",273100,931,acs1
2016,"34940","Naples-Immokalee-Marco Island, FL Metro Area",315000,1028,acs1
2017,"34940","Naples-Immokalee-Marco Island, FL Metro Area",357300,1128,acs1
2018,"34940","Naples-Immokalee-Marco Island, FL Metro Area",358900,1152,acs1
2019,"34940","Naples-Immokalee-Marco Island, FL Metro Area",369700,1137,acs1
2011,"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",173500,640,acs1
2012,"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",170500,649,acs1
2013,"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",172300,688,acs1
2014,"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",172400,698,acs1
2015,"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",177600,722,acs1
2016,"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",192200,773,acs1
2017,"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",208900,829,acs1
2018,"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",242900,878,acs1
2019,"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",261900,925,acs1
2011,"35100","New Bern, NC Metro Area",141400,554,acs1
2012,"35100","New Bern, NC Metro Area",146900,621,acs1
2013,"35100","New Bern, NC Metro Area",146800,646,acs1
2014,"35100","New Bern, NC Metro Area",147500,666,acs1
2015,"35100","New Bern, NC Metro Area",146700,613,acs1
2016,"35100","New Bern, NC Metro Area",149500,671,acs1
2017,"35100","New Bern, NC Metro Area",149400,597,acs1
2018,"35100","New Bern, NC Metro Area",155600,617,acs1
2019,"35100","New Bern, NC Metro Area",158900,721,acs1
2011,"35300","New Haven-Milford, CT Metro Area",269200,838,acs1
2012,"35300","New Haven-Milford, CT Metro Area",254200,845,acs1
2013,"35300","New Haven-Milford, CT Metro Area",242100,871,acs1
2014,"35300","New Haven-Milford, CT Metro Area",242000,865,acs1
2015,"35300","New Haven-Milford, CT Metro Area",242700,880,acs1
2016,"35300","New Haven-Milford, CT Metro Area",244400,898,acs1
2017,"35300","New Haven-Milford, CT Metro Area",247600,924,acs1
2018,"35300","New Haven-Milford, CT Metro Area",243400,948,acs1
2019,"35300","New Haven-Milford, CT Metro Area",251100,968,acs1
2011,"35380","New Orleans-Metairie, LA Metro Area",176900,734,acs1
2012,"35380","New Orleans-Metairie, LA Metro Area",173500,734,acs1
2013,"35380","New Orleans-Metairie, LA Metro Area",172400,748,acs1
2014,"35380","New Orleans-Metairie, LA Metro Area",173100,762,acs1
2015,"35380","New Orleans-Metairie, LA Metro Area",174200,756,acs1
2016,"35380","New Orleans-Metairie, LA Metro Area",188300,778,acs1
2017,"35380","New Orleans-Metairie, LA Metro Area",188100,788,acs1
2018,"35380","New Orleans-Metairie, LA Metro Area",193100,829,acs1
2019,"35380","New Orleans-Metairie, LA Metro Area",203800,827,acs1
2011,"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area",426500,1035,acs1
2012,"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area",410300,1071,acs1
2013,"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area",400000,1098,acs1
2014,"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area",392700,1122,acs1
2015,"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area",396700,1158,acs1
2016,"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area",414000,1183,acs1
2017,"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area",426300,1223,acs1
2018,"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area",440900,1250,acs1
2019,"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area",457100,1311,acs1
2011,"35660","Niles-Benton Harbor, MI Metro Area",130500,495,acs1
2012,"35660","Niles-Benton Harbor, MI Metro Area",124400,516,acs1
2013,"35660","Niles-Benton Harbor, MI Metro Area",131000,535,acs1
2014,"35660","Niles-Benton Harbor, MI Metro Area",123100,529,acs1
2015,"35660","Niles-Benton Harbor, MI Metro Area",141600,538,acs1
2016,"35660","Niles-Benton Harbor, MI Metro Area",141200,586,acs1
2017,"35660","Niles-Benton Harbor, MI Metro Area",153600,575,acs1
2018,"35660","Niles-Benton Harbor, MI Metro Area",150400,601,acs1
2019,"35660","Niles-Benton Harbor, MI Metro Area",152900,580,acs1
2011,"35840","North Port-Sarasota-Bradenton, FL Metro Area",173000,777,acs1
2012,"35840","North Port-Sarasota-Bradenton, FL Metro Area",159900,783,acs1
2013,"35840","North Port-Sarasota-Bradenton, FL Metro Area",160100,819,acs1
2014,"35840","North Port-Sarasota-Bradenton, FL Metro Area",167700,841,acs1
2015,"35840","North Port-Sarasota-Bradenton, FL Metro Area",183300,861,acs1
2016,"35840","North Port-Sarasota-Bradenton, FL Metro Area",208100,924,acs1
2017,"35840","North Port-Sarasota-Bradenton, FL Metro Area",227500,954,acs1
2018,"35840","North Port-Sarasota-Bradenton, FL Metro Area",244400,1027,acs1
2019,"35840","North Port-Sarasota-Bradenton, FL Metro Area",257600,1123,acs1
2011,"35980","Norwich-New London, CT Metro Area",265000,825,acs1
2012,"35980","Norwich-New London, CT Metro Area",252600,823,acs1
2013,"35980","Norwich-New London, CT Metro Area",248200,846,acs1
2014,"35980","Norwich-New London, CT Metro Area",241100,881,acs1
2015,"35980","Norwich-New London, CT Metro Area",234900,863,acs1
2016,"35980","Norwich-New London, CT Metro Area",240900,883,acs1
2017,"35980","Norwich-New London, CT Metro Area",242000,904,acs1
2018,"35980","Norwich-New London, CT Metro Area",239400,908,acs1
2019,"35980","Norwich-New London, CT Metro Area",238400,942,acs1
2011,"36100","Ocala, FL Metro Area",118100,639,acs1
2012,"36100","Ocala, FL Metro Area",112400,602,acs1
2013,"36100","Ocala, FL Metro Area",113200,607,acs1
2014,"36100","Ocala, FL Metro Area",107100,623,acs1
2015,"36100","Ocala, FL Metro Area",101300,629,acs1
2016,"36100","Ocala, FL Metro Area",120500,618,acs1
2017,"36100","Ocala, FL Metro Area",127000,682,acs1
2018,"36100","Ocala, FL Metro Area",137300,692,acs1
2019,"36100","Ocala, FL Metro Area",150600,713,acs1
2011,"36220","Odessa, TX Metro Area",88000,509,acs1
2012,"36220","Odessa, TX Metro Area",90400,581,acs1
2013,"36220","Odessa, TX Metro Area",95500,630,acs1
2014,"36220","Odessa, TX Metro Area",91600,768,acs1
2015,"36220","Odessa, TX Metro Area",123700,887,acs1
2016,"36220","Odessa, TX Metro Area",126100,867,acs1
2017,"36220","Odessa, TX Metro Area",126700,739,acs1
2018,"36220","Odessa, TX Metro Area",149500,777,acs1
2019,"36220","Odessa, TX Metro Area",148000,886,acs1
2011,"36260","Ogden-Clearfield, UT Metro Area",209900,686,acs1
2012,"36260","Ogden-Clearfield, UT Metro Area",197700,692,acs1
2013,"36260","Ogden-Clearfield, UT Metro Area",190400,698,acs1
2014,"36260","Ogden-Clearfield, UT Metro Area",199600,722,acs1
2015,"36260","Ogden-Clearfield, UT Metro Area",206100,746,acs1
2016,"36260","Ogden-Clearfield, UT Metro Area",216200,766,acs1
2017,"36260","Ogden-Clearfield, UT Metro Area",228100,774,acs1
2018,"36260","Ogden-Clearfield, UT Metro Area",251800,807,acs1
2019,"36260","Ogden-Clearfield, UT Metro Area",282800,871,acs1
2011,"36300","Ogdensburg-Massena, NY Micro Area",85300,529,acs1
2012,"36300","Ogdensburg-Massena, NY Micro Area",86800,565,acs1
2013,"36300","Ogdensburg-Massena, NY Micro Area",89500,510,acs1
2014,"36300","Ogdensburg-Massena, NY Micro Area",82400,528,acs1
2015,"36300","Ogdensburg-Massena, NY Micro Area",89200,532,acs1
2016,"36300","Ogdensburg-Massena, NY Micro Area",89700,612,acs1
2017,"36300","Ogdensburg-Massena, NY Micro Area",87700,568,acs1
2018,"36300","Ogdensburg-Massena, NY Micro Area",94300,632,acs1
2019,"36300","Ogdensburg-Massena, NY Micro Area",98400,585,acs1
2011,"36420","Oklahoma City, OK Metro Area",127400,543,acs1
2012,"36420","Oklahoma City, OK Metro Area",131800,553,acs1
2013,"36420","Oklahoma City, OK Metro Area",131300,584,acs1
2014,"36420","Oklahoma City, OK Metro Area",137100,600,acs1
2015,"36420","Oklahoma City, OK Metro Area",139200,619,acs1
2016,"36420","Oklahoma City, OK Metro Area",146100,645,acs1
2017,"36420","Oklahoma City, OK Metro Area",154200,647,acs1
2018,"36420","Oklahoma City, OK Metro Area",156800,683,acs1
2019,"36420","Oklahoma City, OK Metro Area",160900,699,acs1
2011,"36500","Olympia-Tumwater, WA Metro Area",250200,836,acs1
2012,"36500","Olympia-Tumwater, WA Metro Area",244200,846,acs1
2013,"36500","Olympia-Tumwater, WA Metro Area",228300,846,acs1
2014,"36500","Olympia-Tumwater, WA Metro Area",237000,870,acs1
2015,"36500","Olympia-Tumwater, WA Metro Area",244100,936,acs1
2016,"36500","Olympia-Tumwater, WA Metro Area",244800,910,acs1
2017,"36500","Olympia-Tumwater, WA Metro Area",261700,992,acs1
2018,"36500","Olympia-Tumwater, WA Metro Area",283400,1079,acs1
2019,"36500","Olympia-Tumwater, WA Metro Area",314900,1114,acs1
2011,"36540","Omaha-Council Bluffs, NE-IA Metro Area",146100,625,acs1
2012,"36540","Omaha-Council Bluffs, NE-IA Metro Area",145900,627,acs1
2013,"36540","Omaha-Council Bluffs, NE-IA Metro Area",144700,657,acs1
2014,"36540","Omaha-Council Bluffs, NE-IA Metro Area",146500,652,acs1
2015,"36540","Omaha-Council Bluffs, NE-IA Metro Area",147300,685,acs1
2016,"36540","Omaha-Council Bluffs, NE-IA Metro Area",155200,699,acs1
2017,"36540","Omaha-Council Bluffs, NE-IA Metro Area",164000,729,acs1
2018,"36540","Omaha-Council Bluffs, NE-IA Metro Area",170200,742,acs1
2019,"36540","Omaha-Council Bluffs, NE-IA Metro Area",178900,770,acs1
2011,"36740","Orlando-Kissimmee-Sanford, FL Metro Area",169000,802,acs1
2012,"36740","Orlando-Kissimmee-Sanford, FL Metro Area",152400,809,acs1
2013,"36740","Orlando-Kissimmee-Sanford, FL Metro Area",143200,817,acs1
2014,"36740","Orlando-Kissimmee-Sanford, FL Metro Area",151700,837,acs1
2015,"36740","Orlando-Kissimmee-Sanford, FL Metro Area",162700,872,acs1
2016,"36740","Orlando-Kissimmee-Sanford, FL Metro Area",176100,896,acs1
2017,"36740","Orlando-Kissimmee-Sanford, FL Metro Area",201600,948,acs1
2018,"36740","Orlando-Kissimmee-Sanford, FL Metro Area",219000,996,acs1
2019,"36740","Orlando-Kissimmee-Sanford, FL Metro Area",242500,1070,acs1
2011,"36780","Oshkosh-Neenah, WI Metro Area",141200,530,acs1
2012,"36780","Oshkosh-Neenah, WI Metro Area",140100,555,acs1
2013,"36780","Oshkosh-Neenah, WI Metro Area",144200,546,acs1
2014,"36780","Oshkosh-Neenah, WI Metro Area",143400,548,acs1
2015,"36780","Oshkosh-Neenah, WI Metro Area",142300,577,acs1
2016,"36780","Oshkosh-Neenah, WI Metro Area",144200,612,acs1
2017,"36780","Oshkosh-Neenah, WI Metro Area",146300,613,acs1
2018,"36780","Oshkosh-Neenah, WI Metro Area",157800,620,acs1
2019,"36780","Oshkosh-Neenah, WI Metro Area",149200,636,acs1
2011,"36860","Ottawa-Peru, IL Micro Area",120700,509,acs1
2012,"36860","Ottawa-Peru, IL Micro Area",118100,485,acs1
2013,"36860","Ottawa-Peru, IL Micro Area",114900,500,acs1
2014,"36860","Ottawa-Peru, IL Micro Area",115300,501,acs1
2015,"36860","Ottawa-Peru, IL Micro Area",117700,511,acs1
2016,"36860","Ottawa-Peru, IL Micro Area",127300,565,acs1
2017,"36860","Ottawa-Peru, IL Micro Area",118900,576,acs1
2018,"36860","Ottawa-Peru, IL Micro Area",125400,584,acs1
2019,"36860","Ottawa-Peru, IL Micro Area",123600,553,acs1
2011,"36980","Owensboro, KY Metro Area",101400,404,acs1
2012,"36980","Owensboro, KY Metro Area",102700,454,acs1
2013,"36980","Owensboro, KY Metro Area",109600,453,acs1
2014,"36980","Owensboro, KY Metro Area",109900,472,acs1
2015,"36980","Owensboro, KY Metro Area",117100,481,acs1
2016,"36980","Owensboro, KY Metro Area",115000,456,acs1
2017,"36980","Owensboro, KY Metro Area",133900,508,acs1
2018,"36980","Owensboro, KY Metro Area",132400,580,acs1
2019,"36980","Owensboro, KY Metro Area",137600,551,acs1
2011,"37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area",458200,1294,acs1
2012,"37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area",433100,1303,acs1
2013,"37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area",413100,1356,acs1
2014,"37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area",443700,1432,acs1
2015,"37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area",483100,1422,acs1
2016,"37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area",528700,1465,acs1
2017,"37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area",561400,1553,acs1
2018,"37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area",592500,1643,acs1
2019,"37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area",614400,1657,acs1
2011,"37860","Pensacola-Ferry Pass-Brent, FL Metro Area",148300,632,acs1
2012,"37860","Pensacola-Ferry Pass-Brent, FL Metro Area",136000,711,acs1
2013,"37860","Pensacola-Ferry Pass-Brent, FL Metro Area",132100,725,acs1
2014,"37860","Pensacola-Ferry Pass-Brent, FL Metro Area",132400,722,acs1
2015,"37860","Pensacola-Ferry Pass-Brent, FL Metro Area",134800,734,acs1
2016,"37860","Pensacola-Ferry Pass-Brent, FL Metro Area",142700,714,acs1
2017,"37860","Pensacola-Ferry Pass-Brent, FL Metro Area",153400,744,acs1
2018,"37860","Pensacola-Ferry Pass-Brent, FL Metro Area",161300,768,acs1
2019,"37860","Pensacola-Ferry Pass-Brent, FL Metro Area",169800,776,acs1
2011,"37900","Peoria, IL Metro Area",128900,516,acs1
2012,"37900","Peoria, IL Metro Area",124800,522,acs1
2013,"37900","Peoria, IL Metro Area",134800,533,acs1
2014,"37900","Peoria, IL Metro Area",128400,568,acs1
2015,"37900","Peoria, IL Metro Area",131600,582,acs1
2016,"37900","Peoria, IL Metro Area",137100,603,acs1
2017,"37900","Peoria, IL Metro Area",136800,595,acs1
2018,"37900","Peoria, IL Metro Area",138000,581,acs1
2019,"37900","Peoria, IL Metro Area",140200,625,acs1
2011,"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",246300,796,acs1
2012,"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",237900,807,acs1
2013,"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",235100,824,acs1
2014,"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",233600,848,acs1
2015,"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",234400,870,acs1
2016,"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",240900,888,acs1
2017,"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",245600,919,acs1
2018,"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",250900,928,acs1
2019,"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",256400,971,acs1
2011,"37340","Palm Bay-Melbourne-Titusville, FL Metro Area",149100,735,acs1
2012,"37340","Palm Bay-Melbourne-Titusville, FL Metro Area",134700,727,acs1
2013,"37340","Palm Bay-Melbourne-Titusville, FL Metro Area",126000,734,acs1
2014,"37340","Palm Bay-Melbourne-Titusville, FL Metro Area",135900,744,acs1
2015,"37340","Palm Bay-Melbourne-Titusville, FL Metro Area",149400,781,acs1
2016,"37340","Palm Bay-Melbourne-Titusville, FL Metro Area",158800,830,acs1
2017,"37340","Palm Bay-Melbourne-Titusville, FL Metro Area",175600,826,acs1
2018,"37340","Palm Bay-Melbourne-Titusville, FL Metro Area",195400,877,acs1
2019,"37340","Palm Bay-Melbourne-Titusville, FL Metro Area",221300,905,acs1
2011,"37460","Panama City, FL Metro Area",163600,738,acs1
2012,"37460","Panama City, FL Metro Area",156000,713,acs1
2013,"37460","Panama City, FL Metro Area",156600,730,acs1
2014,"37460","Panama City, FL Metro Area",142700,720,acs1
2015,"37460","Panama City, FL Metro Area",161800,725,acs1
2016,"37460","Panama City, FL Metro Area",164900,805,acs1
2017,"37460","Panama City, FL Metro Area",174500,775,acs1
2018,"37460","Panama City, FL Metro Area",173700,827,acs1
2019,"37460","Panama City, FL Metro Area",175000,869,acs1
2011,"37620","Parkersburg-Vienna, WV Metro Area",100600,420,acs1
2012,"37620","Parkersburg-Vienna, WV Metro Area",108600,429,acs1
2013,"37620","Parkersburg-Vienna, WV Metro Area",103300,424,acs1
2011,"38060","Phoenix-Mesa-Scottsdale, AZ Metro Area",172900,742,acs1
2012,"38060","Phoenix-Mesa-Scottsdale, AZ Metro Area",155600,754,acs1
2013,"38060","Phoenix-Mesa-Scottsdale, AZ Metro Area",156100,781,acs1
2014,"38060","Phoenix-Mesa-Scottsdale, AZ Metro Area",177900,783,acs1
2015,"38060","Phoenix-Mesa-Scottsdale, AZ Metro Area",197900,810,acs1
2016,"38060","Phoenix-Mesa-Scottsdale, AZ Metro Area",219100,836,acs1
2017,"38060","Phoenix-Mesa-Scottsdale, AZ Metro Area",231000,876,acs1
2018,"38060","Phoenix-Mesa-Scottsdale, AZ Metro Area",246900,919,acs1
2019,"38060","Phoenix-Mesa-Scottsdale, AZ Metro Area",267000,955,acs1
2011,"38300","Pittsburgh, PA Metro Area",122200,523,acs1
2012,"38300","Pittsburgh, PA Metro Area",127300,542,acs1
2013,"38300","Pittsburgh, PA Metro Area",124300,565,acs1
2014,"38300","Pittsburgh, PA Metro Area",130700,572,acs1
2015,"38300","Pittsburgh, PA Metro Area",134700,593,acs1
2016,"38300","Pittsburgh, PA Metro Area",143200,615,acs1
2017,"38300","Pittsburgh, PA Metro Area",148600,631,acs1
2018,"38300","Pittsburgh, PA Metro Area",153300,652,acs1
2019,"38300","Pittsburgh, PA Metro Area",160300,678,acs1
2011,"38340","Pittsfield, MA Metro Area",204000,618,acs1
2012,"38340","Pittsfield, MA Metro Area",205900,616,acs1
2013,"38340","Pittsfield, MA Metro Area",206400,651,acs1
2014,"38340","Pittsfield, MA Metro Area",199700,641,acs1
2015,"38340","Pittsfield, MA Metro Area",202200,626,acs1
2016,"38340","Pittsfield, MA Metro Area",209400,698,acs1
2017,"38340","Pittsfield, MA Metro Area",198100,718,acs1
2018,"38340","Pittsfield, MA Metro Area",205900,721,acs1
2019,"38340","Pittsfield, MA Metro Area",224800,737,acs1
2011,"39140","Prescott, AZ Metro Area",188600,658,acs1
2012,"39140","Prescott, AZ Metro Area",167000,642,acs1
2013,"39140","Prescott, AZ Metro Area",177900,690,acs1
2014,"39140","Prescott, AZ Metro Area",173500,725,acs1
2015,"39140","Prescott, AZ Metro Area",192700,725,acs1
2016,"39140","Prescott, AZ Metro Area",216300,733,acs1
2017,"39140","Prescott, AZ Metro Area",227500,788,acs1
2018,"39140","Prescott, AZ Metro Area",260900,790,acs1
2019,"39140","Prescott, AZ Metro Area",261700,738,acs1
2011,"38660","Ponce, PR Metro Area",106500,280,acs1
2012,"38660","Ponce, PR Metro Area",107400,269,acs1
2013,"38660","Ponce, PR Metro Area",107500,305,acs1
2014,"38660","Ponce, PR Metro Area",95700,292,acs1
2015,"38660","Ponce, PR Metro Area",97400,313,acs1
2016,"38660","Ponce, PR Metro Area",91200,259,acs1
2017,"38660","Ponce, PR Metro Area",91700,311,acs1
2018,"38660","Ponce, PR Metro Area",89500,289,acs1
2019,"38660","Ponce, PR Metro Area",95100,324,acs1
2011,"38860","Portland-South Portland, ME Metro Area",235500,754,acs1
2012,"38860","Portland-South Portland, ME Metro Area",230400,805,acs1
2013,"38860","Portland-South Portland, ME Metro Area",232000,811,acs1
2014,"38860","Portland-South Portland, ME Metro Area",232300,816,acs1
2015,"38860","Portland-South Portland, ME Metro Area",238700,814,acs1
